Title;Price;Stock;Category;Cover;UPC;Product Type;Price (excl. tax);Price (incl. tax);Tax;Availability;Number of reviews
History of Beauty;10.29;8;Art;http://books.toscrape.com/media/cache/cb/74/cb74d2953d5249143c3c2e3c281daf6f.jpg;8a150fd8ff5d7686;Books;10.29;10.29;0.00;In stock (8 available);0
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back;52.86;8;Default;http://books.toscrape.com/media/cache/30/1d/301d6348c94fd869846aeadbeb15dad6.jpg;d48c1369927ebef1;Books;52.86;52.86;0.00;In stock (8 available);0
Future Shock (Future Shock #1);55.65;8;Young Adult;http://books.toscrape.com/media/cache/7c/eb/7cebcafb82ec5f208d1613b35337d59d.jpg;df6a7c43faa6732b;Books;55.65;55.65;0.00;In stock (8 available);0
Ender's Game (The Ender Quintet #1);43.64;8;Default;http://books.toscrape.com/media/cache/4e/04/4e0497a5aa3d442acef6a3e5d0d3447c.jpg;e049d44c4f1cf1b2;Books;43.64;43.64;0.00;In stock (8 available);0
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World;28.41;8;Science;http://books.toscrape.com/media/cache/29/5c/295ca7f5981786e8b2c6616d10158808.jpg;0c11e2d068768dbb;Books;28.41;28.41;0.00;In stock (8 available);0
Death by Leisure: A Cautionary Tale;37.51;8;Default;http://books.toscrape.com/media/cache/bb/4e/bb4ec136d9d9e9796e1591ed9adb0e66.jpg;4dbd54d9e36c9566;Books;37.51;37.51;0.00;In stock (8 available);0
Brilliant Beacons: A History of the American Lighthouse;11.45;8;History;http://books.toscrape.com/media/cache/ba/59/ba5913de7abe0d9dbe9c8128092a52af.jpg;7f5157bf53065d36;Books;11.45;11.45;0.00;In stock (8 available);0
Brazen: The Courage to Find the You That's Been Hiding;19.22;8;Nonfiction;http://books.toscrape.com/media/cache/4c/54/4c5479ee2b9edd4b2f22b888d139b08f.jpg;77e9ea355bd8ae57;Books;19.22;19.22;0.00;In stock (8 available);0
Between the World and Me;56.91;8;Nonfiction;http://books.toscrape.com/media/cache/35/5f/355fa36362b722a241788d687fbc91af.jpg;04e3de7ac35ec5cd;Books;56.91;56.91;0.00;In stock (8 available);0
Being Mortal: Medicine and What Matters in the End;55.06;8;Nonfiction;http://books.toscrape.com/media/cache/73/ee/73ee61bd8724a36a83b691bb7b1a70b8.jpg;15ebd83e53d0391b;Books;55.06;55.06;0.00;In stock (8 available);0
A Murder Over a Girl: Justice, Gender, Junior High;13.20;8;Nonfiction;http://books.toscrape.com/media/cache/98/e3/98e30c1a7b9f2acd9e44d77e0a7dbff1.jpg;fef91502cbacf23a;Books;13.20;13.20;0.00;In stock (8 available);0
32 Yolks;53.63;8;Food and Drink;http://books.toscrape.com/media/cache/76/03/76038c9e795babed29d370097247c9a6.jpg;b1a227b7609ff263;Books;53.63;53.63;0.00;In stock (8 available);0
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination";44.48;8;History;http://books.toscrape.com/media/cache/43/f2/43f25e9633b587a4052b517cd7b3b4a9.jpg;f16c2edb2a603f92;Books;44.48;44.48;0.00;In stock (8 available);0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life;12.08;7;Self Help;http://books.toscrape.com/media/cache/73/7e/737e4921bc14d72245aad1f21d7a3eef.jpg;88ec621893e595d0;Books;12.08;12.08;0.00;In stock (7 available);0
Wildlife of New York: A Five-Borough Coloring Book;22.14;7;Default;http://books.toscrape.com/media/cache/31/58/3158b1c362c0d9646e1696d2ed6c1ae1.jpg;b46d022080543144;Books;22.14;22.14;0.00;In stock (7 available);0
What Happened on Beale Street (Secrets of the South Mysteries #2);25.37;7;Mystery;http://books.toscrape.com/media/cache/2c/68/2c6857eb1c10995c8b9e77a1804f68cd.jpg;9735c969c652dd89;Books;25.37;25.37;0.00;In stock (7 available);0
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain;46.33;7;Spirituality;http://books.toscrape.com/media/cache/80/43/804385d2b49e2f9e26a7d88b8ccaf62d.jpg;48cb52d78c992487;Books;46.33;46.33;0.00;In stock (7 available);0
Under the Tuscan Sun;37.33;7;Travel;http://books.toscrape.com/media/cache/45/21/4521c581ba727f5c835e34860cbf53e5.jpg;a94350ee74deaa07;Books;37.33;37.33;0.00;In stock (7 available);0
Toddlers Are A**holes: It's Not Your Fault;25.55;7;Humor;http://books.toscrape.com/media/cache/26/1a/261a092ddd76981beb23a601edf0868b.jpg;4242cc3d0437db12;Books;25.55;25.55;0.00;In stock (7 available);0
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible;34.72;7;Default;http://books.toscrape.com/media/cache/e3/b8/e3b8b5a65135abbd9bdbd7a98baa1077.jpg;4a0b78598b42897a;Books;34.72;34.72;0.00;In stock (7 available);0
The Whale;35.96;7;Childrens;http://books.toscrape.com/media/cache/6c/df/6cdf7a3ee6cfd5ecbcfd37bd7a5c42e3.jpg;0ff9d10864db8364;Books;35.96;35.96;0.00;In stock (7 available);0
The Story of Art;41.14;7;Art;http://books.toscrape.com/media/cache/7a/e9/7ae92da23efc2f0f4633f9d2cde370f3.jpg;9147c5251cc99eb1;Books;41.14;41.14;0.00;In stock (7 available);0
The Origin of Species;10.01;7;Science;http://books.toscrape.com/media/cache/d5/45/d54527d34174d5dd7eaeaaffdfcb3c5c.jpg;0345872b14f9e774;Books;10.01;10.01;0.00;In stock (7 available);0
The Great Gatsby;36.05;7;Default;http://books.toscrape.com/media/cache/21/69/21697f1564ae6776ca9280b17455c1b6.jpg;a8dbf1c6b41b885a;Books;36.05;36.05;0.00;In stock (7 available);0
The Good Girl;49.03;7;Default;http://books.toscrape.com/media/cache/00/f2/00f23edcef10a5ece4e179f08271f19c.jpg;f935412970c9f58f;Books;49.03;49.03;0.00;In stock (7 available);0
The Glass Castle;16.24;7;Add a comment;http://books.toscrape.com/media/cache/38/03/3803cd158a57e03763dc2200f81eba65.jpg;47f4fd3e8e1dac05;Books;16.24;16.24;0.00;In stock (7 available);0
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist;39.55;7;Biography;http://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg;57f85720e54d6442;Books;39.55;39.55;0.00;In stock (7 available);0
The Drowning Girls;35.67;7;Add a comment;http://books.toscrape.com/media/cache/8f/83/8f83b65ba6a734aa7f40675b74a17c21.jpg;7a10353c9c54cf7c;Books;35.67;35.67;0.00;In stock (7 available);0
The Constant Princess (The Tudor Court #1);16.62;7;Historical Fiction;http://books.toscrape.com/media/cache/ed/52/ed52651826bb23d853aead2753c9befc.jpg;24933c712f0bca2f;Books;16.62;16.62;0.00;In stock (7 available);0
The Bourne Identity (Jason Bourne #1);42.78;7;Fiction;http://books.toscrape.com/media/cache/fe/a4/fea443d174c2c9f0c7903f6c6a3ecc62.jpg;d250657f0ebc5d73;Books;42.78;42.78;0.00;In stock (7 available);0
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1);52.30;7;Mystery;http://books.toscrape.com/media/cache/38/a4/38a44ac4f642f4717d865c81ec594529.jpg;20789fb17b423c4c;Books;52.30;52.30;0.00;In stock (7 available);0
The Art Book;32.34;7;Art;http://books.toscrape.com/media/cache/76/90/76904c101329aa50b6653f399318970b.jpg;4b8fa561a1e52d1c;Books;32.34;32.34;0.00;In stock (7 available);0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change;33.17;7;Default;http://books.toscrape.com/media/cache/08/3a/083ad6c527d14b1621806d17ed6f13e9.jpg;5fbd03b1ac0a0e69;Books;33.17;33.17;0.00;In stock (7 available);0
Team of Rivals: The Political Genius of Abraham Lincoln;20.12;7;Add a comment;http://books.toscrape.com/media/cache/be/22/be229bc9bc4655c7cb2c906998d5ef2e.jpg;ba047a636b7d3793;Books;20.12;20.12;0.00;In stock (7 available);0
Steal Like an Artist: 10 Things Nobody Told You About Being Creative;20.90;7;Default;http://books.toscrape.com/media/cache/6c/ea/6cea146ec9b4ee83061108782aef7d32.jpg;8776181be110838a;Books;20.90;20.90;0.00;In stock (7 available);0
Sit, Stay, Love;20.90;7;Romance;http://books.toscrape.com/media/cache/48/2c/482c14200688df579ab2ed0fcbddcb86.jpg;bd087cf6a846db75;Books;20.90;20.90;0.00;In stock (7 available);0
Sister Dear;40.20;7;Fiction;http://books.toscrape.com/media/cache/2a/0a/2a0a1543dd5f3edc407ab9989f29e992.jpg;7ffebdd1d5148aef;Books;40.20;40.20;0.00;In stock (7 available);0
Shrunken Treasures: Literary Classics, Short, Sweet, and Silly;52.87;7;Childrens;http://books.toscrape.com/media/cache/7b/b9/7bb9386b43f2aeaa6eaf042df1b4e96f.jpg;9639e89d20228e6e;Books;52.87;52.87;0.00;In stock (7 available);0
Rich Dad, Poor Dad;51.74;7;Business;http://books.toscrape.com/media/cache/46/1c/461cf454be3aac0b4cd066247c892679.jpg;8486f61aa81a3daa;Books;51.74;51.74;0.00;In stock (7 available);0
Raymie Nightingale;34.41;7;Childrens;http://books.toscrape.com/media/cache/95/6b/956b5a8927463f4ea0774e2469e27ce5.jpg;31c56c4d0fe19340;Books;34.41;34.41;0.00;In stock (7 available);0
Playing from the Heart;32.38;7;Childrens;http://books.toscrape.com/media/cache/b6/ba/b6ba2393c312701f1471db91eb73284d.jpg;68008abf6409dfde;Books;32.38;32.38;0.00;In stock (7 available);0
Nightstruck: A Novel;50.35;7;Young Adult;http://books.toscrape.com/media/cache/cb/da/cbda49820de480220af3dff2d30c689a.jpg;746029796363aa51;Books;50.35;50.35;0.00;In stock (7 available);0
Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories;11.38;7;Food and Drink;http://books.toscrape.com/media/cache/5b/46/5b466903acc905deb89019c0407848c4.jpg;924438fc6cbec836;Books;11.38;11.38;0.00;In stock (7 available);0
Meternity;43.58;7;Womens Fiction;http://books.toscrape.com/media/cache/e3/33/e33394096291284ed1f80c5b13c4e1f3.jpg;725cd8d23d78cdca;Books;43.58;43.58;0.00;In stock (7 available);0
Memoirs of a Geisha;49.67;7;Fiction;http://books.toscrape.com/media/cache/5e/4b/5e4b5ef50c54f173456606e70719cc84.jpg;dac4b5847454fd9b;Books;49.67;49.67;0.00;In stock (7 available);0
Like Never Before (Walker Family #2);28.77;7;Christian Fiction;http://books.toscrape.com/media/cache/1b/38/1b3825668326e82038ba33bca646e0f3.jpg;b6670507e85b30e6;Books;28.77;28.77;0.00;In stock (7 available);0
Life of Pi;13.22;7;Default;http://books.toscrape.com/media/cache/24/10/2410311e3603f15637eccedd14ba1130.jpg;40cdcbb7692fd408;Books;13.22;13.22;0.00;In stock (7 available);0
Leave This Song Behind: Teen Poetry at Its Best;51.17;7;Poetry;http://books.toscrape.com/media/cache/5e/ca/5eca840ed2d6f0f0d2f795922cb76741.jpg;b74ee891e2a6dd69;Books;51.17;51.17;0.00;In stock (7 available);0
King's Folly (The Kinsman Chronicles #1);39.61;7;Fantasy;http://books.toscrape.com/media/cache/fc/17/fc17b4149d87d9ee714dde082ede0ee9.jpg;4c82371b8cd02d4d;Books;39.61;39.61;0.00;In stock (7 available);0
John Adams;57.43;7;Add a comment;http://books.toscrape.com/media/cache/fd/5f/fd5f36fce14114f5b982e1e69d9a2f69.jpg;68407606544d6f22;Books;57.43;57.43;0.00;In stock (7 available);0
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything);46.01;7;Food and Drink;http://books.toscrape.com/media/cache/ca/5f/ca5f20fe544cc311dd126c60c7aa003e.jpg;2a9fcb3382d351c8;Books;46.01;46.01;0.00;In stock (7 available);0
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking;28.25;7;Food and Drink;http://books.toscrape.com/media/cache/3b/67/3b673813904dce654eee394b9d308cfc.jpg;eff5710404e2ff78;Books;28.25;28.25;0.00;In stock (7 available);0
Good in Bed (Cannie Shapiro #1);37.05;7;Add a comment;http://books.toscrape.com/media/cache/a5/7a/a57a35a22d7a06fa9987121e4883e4de.jpg;c00bc29a678a6efb;Books;37.05;37.05;0.00;In stock (7 available);0
Fruits Basket, Vol. 7 (Fruits Basket #7);19.57;7;Sequential Art;http://books.toscrape.com/media/cache/c3/36/c3366ab246bf5e4baec15cdf55915b69.jpg;de6d7645f192d517;Books;19.57;19.57;0.00;In stock (7 available);0
For the Love: Fighting for Grace in a World of Impossible Standards;45.13;7;Nonfiction;http://books.toscrape.com/media/cache/a9/f4/a9f4d0f649833b477383263a8c5fb217.jpg;2e40333991f56f45;Books;45.13;45.13;0.00;In stock (7 available);0
Finding God in the Ruins: How God Redeems Pain;46.64;7;Nonfiction;http://books.toscrape.com/media/cache/da/0f/da0f0c01b1b9819fa7cb5e27a295351f.jpg;4e78f06160b717ac;Books;46.64;46.64;0.00;In stock (7 available);0
Every Heart a Doorway (Every Heart A Doorway #1);12.16;7;Fantasy;http://books.toscrape.com/media/cache/b8/d7/b8d7eab895dac4551905c5f85849bb32.jpg;4fa75fc6829431ca;Books;12.16;12.16;0.00;In stock (7 available);0
Delivering the Truth (Quaker Midwife Mystery #1);20.89;7;Mystery;http://books.toscrape.com/media/cache/5c/8a/5c8acde540a88aed464ab5c52bafcd83.jpg;4e980425468708da;Books;20.89;20.89;0.00;In stock (7 available);0
Counted With the Stars (Out from Egypt #1);17.97;7;Christian Fiction;http://books.toscrape.com/media/cache/33/93/339372341b88e027734e97fa1ddb26fc.jpg;4807043b8218e9ce;Books;17.97;17.97;0.00;In stock (7 available);0
Chronicles, Vol. 1;52.60;7;Music;http://books.toscrape.com/media/cache/df/bd/dfbd53a5c4bcb1bf676bf2a86335adbb.jpg;4781b6bfd6f7a2c5;Books;52.60;52.60;0.00;In stock (7 available);0
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality;25.77;7;Christian;http://books.toscrape.com/media/cache/98/4a/984ab50781e05461a753923eaba33e58.jpg;a322361a37a78d3d;Books;25.77;25.77;0.00;In stock (7 available);0
Benjamin Franklin: An American Life;48.19;7;Biography;http://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg;5b546a46a86a9d8c;Books;48.19;48.19;0.00;In stock (7 available);0
At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others;29.93;7;Philosophy;http://books.toscrape.com/media/cache/ce/da/ceda6d577d0609261f997bd99872013b.jpg;6b52904b2ab91bf6;Books;29.93;29.93;0.00;In stock (7 available);0
A Summer In Europe;44.34;7;Travel;http://books.toscrape.com/media/cache/6c/e3/6ce3003931701c7a3fd5354917538ea9.jpg;cc1936a9f4e93477;Books;44.34;44.34;0.00;In stock (7 available);0
A Short History of Nearly Everything;52.40;7;History;http://books.toscrape.com/media/cache/17/aa/17aa3d17bae02fa1d0e2a831c0c0e58b.jpg;6c7fa6844380f50a;Books;52.40;52.40;0.00;In stock (7 available);0
A Gathering of Shadows (Shades of Magic #2);44.81;7;Fantasy;http://books.toscrape.com/media/cache/c3/1a/c31af6fddfa452d9d746a599f35dcc01.jpg;d1378a0ad06ff979;Books;44.81;44.81;0.00;In stock (7 available);0
The Sound Of Love;57.84;6;Default;http://books.toscrape.com/media/cache/90/df/90dfdcadfcff9cd39f6f933ac11c9241.jpg;5ba3d703d1ae0c1d;Books;57.84;57.84;0.00;In stock (6 available);0
The Rise and Fall of the Third Reich: A History of Nazi Germany;39.67;6;History;http://books.toscrape.com/media/cache/10/f6/10f6ebfa89b070ba39ad7c4c872c96ea.jpg;774fa432bd7d9c47;Books;39.67;39.67;0.00;In stock (6 available);0
The Perks of Being a Wallflower;55.02;6;Default;http://books.toscrape.com/media/cache/28/21/28219255776fb162c82ebac3cdddcf90.jpg;fd364afd082f5446;Books;55.02;55.02;0.00;In stock (6 available);0
The Mysterious Affair at Styles (Hercule Poirot #1);24.80;6;Mystery;http://books.toscrape.com/media/cache/6b/61/6b61d393f0731f6c52182ba3cf41e245.jpg;2da5edf8b5776c9a;Books;24.80;24.80;0.00;In stock (6 available);0
The Man Who Mistook His Wife for a Hat and Other Clinical Tales;59.45;6;Nonfiction;http://books.toscrape.com/media/cache/d7/58/d758851b2790471b1de776f49a997157.jpg;60376aa71be66083;Books;59.45;59.45;0.00;In stock (6 available);0
The Makings of a Fatherless Child;31.58;6;Default;http://books.toscrape.com/media/cache/2f/b6/2fb66b628ee51169b91cdfce8b68d929.jpg;2efa5a839e62b1bd;Books;31.58;31.58;0.00;In stock (6 available);0
The Joy of Cooking;43.27;6;Add a comment;http://books.toscrape.com/media/cache/2c/81/2c8137d1d0a3ebb2f74d7abf45916606.jpg;d326e189b1210916;Books;43.27;43.27;0.00;In stock (6 available);0
The Invention of Wings;37.34;6;Historical Fiction;http://books.toscrape.com/media/cache/7a/b0/7ab00e6956f540bfe0018656d5bfe1e4.jpg;e6635f5b0a2c78db;Books;37.34;37.34;0.00;In stock (6 available);0
The Hobbit (Middle-Earth Universe);17.80;6;Default;http://books.toscrape.com/media/cache/17/06/1706d016ec39ba3caad03b49737fefc7.jpg;72b5355dda190b6a;Books;17.80;17.80;0.00;In stock (6 available);0
The Great Railway Bazaar;30.54;6;Travel;http://books.toscrape.com/media/cache/d5/82/d582f6b0261c2842330e893962276295.jpg;48736df57e7bec9f;Books;30.54;30.54;0.00;In stock (6 available);0
The Golden Compass (His Dark Materials #1);18.77;6;Add a comment;http://books.toscrape.com/media/cache/a5/13/a513b65a8f7696c8aec48a607f7f90d3.jpg;d33824cb93ecab6f;Books;18.77;18.77;0.00;In stock (6 available);0
The God Delusion;46.85;6;Add a comment;http://books.toscrape.com/media/cache/30/35/3035b6c5dc0a48a83fbe84eb37e76f10.jpg;2bc80eba94950873;Books;46.85;46.85;0.00;In stock (6 available);0
The Girl You Left Behind (The Girl You Left Behind #1);15.79;6;Historical;http://books.toscrape.com/media/cache/6d/72/6d72120f94d38e356612c8a78e82a53d.jpg;eb7459e0c570251d;Books;15.79;15.79;0.00;In stock (6 available);0
The Fellowship of the Ring (The Lord of the Rings #1);10.27;6;Default;http://books.toscrape.com/media/cache/5d/9f/5d9f339be8d98f597ad33eee239119d8.jpg;cb17945cb90b7837;Books;10.27;10.27;0.00;In stock (6 available);0
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1);15.42;6;Poetry;http://books.toscrape.com/media/cache/b3/8c/b38cadc69f4a2db0aae2ee2867ab8583.jpg;3d250ab0f12be445;Books;15.42;15.42;0.00;In stock (6 available);0
The Barefoot Contessa Cookbook;59.92;6;Food and Drink;http://books.toscrape.com/media/cache/5f/c1/5fc1de838c428ae58f3a9ec08825d179.jpg;6478ccb4416e6a5d;Books;59.92;59.92;0.00;In stock (6 available);0
Tell the Wolves I'm Home;50.96;6;Young Adult;http://books.toscrape.com/media/cache/78/48/784872c69237efaf5df8c0282280ff05.jpg;2a1b3d967cda1da2;Books;50.96;50.96;0.00;In stock (6 available);0
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman;30.60;6;Default;http://books.toscrape.com/media/cache/1e/d2/1ed2c2f8f406ed7ed90a58f73d4f1058.jpg;8d8e9f9b8730eb25;Books;30.60;30.60;0.00;In stock (6 available);0
Pride and Prejudice;19.27;6;Add a comment;http://books.toscrape.com/media/cache/6a/87/6a8706826789aa47fbbb8a2459b4c616.jpg;720c36b2bee4692e;Books;19.27;19.27;0.00;In stock (6 available);0
Musicophilia: Tales of Music and the Brain;46.58;6;Default;http://books.toscrape.com/media/cache/ef/e7/efe7be2e15323d5bee36c37e953b1cad.jpg;6d235933670503d9;Books;46.58;46.58;0.00;In stock (6 available);0
Mere Christianity;48.51;6;Add a comment;http://books.toscrape.com/media/cache/d7/ce/d7ce17649c77c9addfcf265012d0436e.jpg;f38f37ed934d84b2;Books;48.51;48.51;0.00;In stock (6 available);0
Me Before You (Me Before You #1);19.02;6;Fiction;http://books.toscrape.com/media/cache/81/c3/81c36cb2510dc47892dde52f3989a53f.jpg;7a2b51f69e81c722;Books;19.02;19.02;0.00;In stock (6 available);0
In the Woods (Dublin Murder Squad #1);38.38;6;Mystery;http://books.toscrape.com/media/cache/13/47/13470484ded8c835ce03b662fc863a1a.jpg;6958de044cb28a84;Books;38.38;38.38;0.00;In stock (6 available);0
In Cold Blood;49.98;6;Nonfiction;http://books.toscrape.com/media/cache/78/52/7852b87face58f30b46004a4a4270f2d.jpg;fe0f34ebed689381;Books;49.98;49.98;0.00;In stock (6 available);0
How to Stop Worrying and Start Living;46.49;6;Self Help;http://books.toscrape.com/media/cache/64/0c/640cfc86cd3943cef402dc6082497eec.jpg;e792c0969cefe1b8;Books;46.49;46.49;0.00;In stock (6 available);0
Give It Back;18.32;6;Thriller;http://books.toscrape.com/media/cache/15/d4/15d444bf7fc91c7ced84e73ec99d711d.jpg;012170e4fc87ace0;Books;18.32;18.32;0.00;In stock (6 available);0
Girl, Interrupted;42.14;6;Nonfiction;http://books.toscrape.com/media/cache/9d/6c/9d6c5f23127bf494bc226daa02bc7daf.jpg;384c7d41d5ffe9d1;Books;42.14;42.14;0.00;In stock (6 available);0
Fun Home: A Family Tragicomic;56.59;6;Add a comment;http://books.toscrape.com/media/cache/48/c1/48c15c510ce0089db10a4f5f9fce7ecd.jpg;56a34d0cec11d6b0;Books;56.59;56.59;0.00;In stock (6 available);0
Fruits Basket, Vol. 6 (Fruits Basket #6);20.96;6;Sequential Art;http://books.toscrape.com/media/cache/cd/b5/cdb5bd3a70cd857879120b4a90192bda.jpg;97258f576d4bb672;Books;20.96;20.96;0.00;In stock (6 available);0
Deception Point;40.32;6;Fiction;http://books.toscrape.com/media/cache/65/6d/656d264685962b55ff14fb310b0ae747.jpg;4e3b183180e2a992;Books;40.32;40.32;0.00;In stock (6 available);0
Death Note, Vol. 6: Give-and-Take (Death Note #6);36.39;6;Sequential Art;http://books.toscrape.com/media/cache/c7/11/c7117547293ca3bb7a6a78e6603f2f8e.jpg;6e06d0f00f6da20f;Books;36.39;36.39;0.00;In stock (6 available);0
Catherine the Great: Portrait of a Woman;58.55;6;History;http://books.toscrape.com/media/cache/37/3a/373af6af58a00ca69602d74b81951ac4.jpg;f3c70d296ec796c4;Books;58.55;58.55;0.00;In stock (6 available);0
Better Homes and Gardens New Cook Book;39.61;6;Food and Drink;http://books.toscrape.com/media/cache/71/21/712105c4429489160c7a6f9e4824fcc6.jpg;faf841f81c52638b;Books;39.61;39.61;0.00;In stock (6 available);0
An Unquiet Mind: A Memoir of Moods and Madness;21.30;6;Psychology;http://books.toscrape.com/media/cache/e5/65/e56540f5e29286f3d7a1e3eb1912b61f.jpg;46cb43c2ab133ccc;Books;21.30;21.30;0.00;In stock (6 available);0
A Year in Provence (Provence #1);56.88;6;Travel;http://books.toscrape.com/media/cache/8b/81/8b81cd9b2c8f89a12099a80bed1c4911.jpg;9e60929f521fa280;Books;56.88;56.88;0.00;In stock (6 available);0
World Without End (The Pillars of the Earth #2);32.97;5;Historical Fiction;http://books.toscrape.com/media/cache/58/b5/58b5730dd82cbcf6560cf0ab8b56cd9f.jpg;2e5b4ff08a75fd02;Books;32.97;32.97;0.00;In stock (5 available);0
Will Grayson, Will Grayson (Will Grayson, Will Grayson);47.31;5;Young Adult;http://books.toscrape.com/media/cache/b9/e6/b9e66a23fe4b95c426409bad86058152.jpg;e75f3ae1da1cc652;Books;47.31;47.31;0.00;In stock (5 available);0
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis;48.67;5;Nonfiction;http://books.toscrape.com/media/cache/be/98/be98641184d97b2fad1bc6c90c571b80.jpg;759ee7d059b1beb8;Books;48.67;48.67;0.00;In stock (5 available);0
Where She Went (If I Stay #2);41.73;5;Young Adult;http://books.toscrape.com/media/cache/0c/f9/0cf93861d70a35c3d8deaa265a630e35.jpg;60369d96b7b80869;Books;41.73;41.73;0.00;In stock (5 available);0
What If?: Serious Scientific Answers to Absurd Hypothetical Questions;53.68;5;Default;http://books.toscrape.com/media/cache/1f/5a/1f5a1bea2bd3e38dc105a7fe33a08826.jpg;163d89116179c33f;Books;53.68;53.68;0.00;In stock (5 available);0
Two Summers;14.64;5;Young Adult;http://books.toscrape.com/media/cache/cd/1a/cd1ab47070ea1662d4917d7ad483ed53.jpg;3a7d54a264d9f33e;Books;14.64;14.64;0.00;In stock (5 available);0
This Is Your Brain on Music: The Science of a Human Obsession;38.40;5;Music;http://books.toscrape.com/media/cache/d8/d3/d8d3a16113069ccde25da34483a583fb.jpg;bc209a900101f28d;Books;38.40;38.40;0.00;In stock (5 available);0
The Secret Garden;15.08;5;Classics;http://books.toscrape.com/media/cache/f1/78/f17805e88aed31aae352ab250b2a379d.jpg;abbb492978ff656d;Books;15.08;15.08;0.00;In stock (5 available);0
The Raven King (The Raven Cycle #4);30.57;5;Add a comment;http://books.toscrape.com/media/cache/2f/7f/2f7f108c7b56c6adac8510eb43ff4f79.jpg;2e4fc5eacceec12c;Books;30.57;30.57;0.00;In stock (5 available);0
The Raven Boys (The Raven Cycle #1);57.74;5;Fantasy;http://books.toscrape.com/media/cache/68/b0/68b05bbf33c6b8e2914f35ad14a0d2d8.jpg;e0b3a679b83caccc;Books;57.74;57.74;0.00;In stock (5 available);0
The Power Greens Cookbook: 140 Delicious Superfood Recipes;11.05;5;Food and Drink;http://books.toscrape.com/media/cache/21/65/21651189fd05220e11ea5a1bd99ce58b.jpg;f701fae56b645ef7;Books;11.05;11.05;0.00;In stock (5 available);0
The Metamorphosis;28.58;5;Classics;http://books.toscrape.com/media/cache/9b/33/9b33c3c40c8d27054a3edf96cbf6a2fb.jpg;93379e3a2072a01b;Books;28.58;28.58;0.00;In stock (5 available);0
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats;42.91;5;History;http://books.toscrape.com/media/cache/52/74/5274c64fbcb7ce4bbf427ed751f6cada.jpg;0d210d2448c3018f;Books;42.91;42.91;0.00;In stock (5 available);0
The Little Paris Bookshop;24.73;5;Fiction;http://books.toscrape.com/media/cache/ed/25/ed2540d08b66683313ffee9241bfd926.jpg;dfd9ff1f343cdaff;Books;24.73;24.73;0.00;In stock (5 available);0
The Hiding Place;55.91;5;History;http://books.toscrape.com/media/cache/74/92/74927818a922712c13999a8043f7f35c.jpg;c4589ee5977a47be;Books;55.91;55.91;0.00;In stock (5 available);0
The Grand Design;13.76;5;Science;http://books.toscrape.com/media/cache/9b/69/9b696c2064d6ee387774b6121bb4be91.jpg;3213b1f13f5f0f7c;Books;13.76;13.76;0.00;In stock (5 available);0
The Firm;45.56;5;Fiction;http://books.toscrape.com/media/cache/30/64/3064d8c687f770efea3fabeac0cd2d6f.jpg;ad84f18659e6bfe2;Books;45.56;45.56;0.00;In stock (5 available);0
The Fault in Our Stars;47.22;5;Default;http://books.toscrape.com/media/cache/4f/96/4f96ae30d8aefab78b9c8005197eb85f.jpg;3661360c99719414;Books;47.22;47.22;0.00;In stock (5 available);0
The False Prince (The Ascendance Trilogy #1);56.00;5;Fantasy;http://books.toscrape.com/media/cache/36/b1/36b1333456d4c6b28e90d1157d37bc0e.jpg;a2a9f76339d21ab1;Books;56.00;56.00;0.00;In stock (5 available);0
The Expatriates;44.58;5;Fiction;http://books.toscrape.com/media/cache/4a/96/4a96cd8c43ea6c74d5b8d9ce1d47c187.jpg;fe7210553d56c097;Books;44.58;44.58;0.00;In stock (5 available);0
The Dream Thieves (The Raven Cycle #2);34.50;5;Default;http://books.toscrape.com/media/cache/77/1a/771a0d24c0ed726761a4ad4a4327e7d8.jpg;fec06f52054ea900;Books;34.50;34.50;0.00;In stock (5 available);0
